매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
서류확인,32650.0,16.0,21.94,1.0,19.0,서향,1.0,1.0,가능,34.0,5,0,3,2,21.0,2.931564715687082e-05,10,5,겨울,53
전화확인,33700.0,48.0,23.14,5.0,6.0,남동향,1.0,1.0,불가능,17.0,8,0,3,2,56.0,7.181162784136811e-05,2,5,가을,153
서류확인,17400.0,6.0,47.17,4.0,5.0,남동향,2.0,1.0,가능,5.0,0,0,5,0,6.0,7.310315586323861e-06,4,3,가을,105
서류확인,39350.0,71.0,28.07,19.0,21.0,동향,1.0,1.0,가능,18.0,0,0,3,2,71.0,6.427930898837495e-05,2,5,가을,115
현장확인,19350.0,9.0,23.33,4.0,8.0,북향,1.0,1.0,가능,5.0,0,1,3,2,9.0,1.9936402874829296e-05,10,5,봄,363
서류확인,37000.0,29.0,17.5,3.0,4.0,서향,1.0,1.0,불가능,17.0,6,0,2,2,35.0,5.4054054054054054e-05,5,6,가을,144
현장확인,2100.0,7.0,31.5,9.0,13.0,남향,1.0,1.0,가능,30.0,5,0,1,2,12.0,0.00018140589569160998,3,10,가을,129
전화확인,18000.0,42.0,17.5,4.0,7.0,북동향,1.0,1.0,가능,17.0,3,0,2,2,45.0,0.00014285714285714287,5,6,겨울,34
현장확인,2600.0,25.0,28.65,10.0,11.0,북향,1.0,1.0,가능,28.0,1,0,1,2,26.0,0.00034904013961605586,3,10,겨울,42
현장확인,2350.0,66.0,36.48,4.0,6.0,북향,1.0,1.0,가능,15.0,0,0,1,2,66.0,0.0007698768197088467,8,9,가을,98
현장확인,19250.0,40.0,41.54,4.0,6.0,동향,2.0,1.0,가능,4.0,6,0,5,0,46.0,5.752552695258521e-05,4,3,가을,110
서류확인,17150.0,24.0,27.74,6.0,8.0,남서향,1.0,1.0,가능,48.0,4,0,3,2,28.0,5.885555375719142e-05,2,5,겨울,44
현장확인,38200.0,32.0,35.66,14.0,21.0,서향,1.0,1.0,불가능,7.0,13,0,1,2,45.0,3.303450564229357e-05,5,10,봄,318
서류확인,12700.0,46.0,22.92,15.0,16.0,남동향,1.0,1.0,불가능,14.0,4,0,3,2,50.0,0.00017177172225199598,1,5,겨울,458
현장확인,33450.0,10.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,12,0,2,2,22.0,3.7582746102925475e-05,5,6,겨울,76
서류확인,1150.0,53.0,38.74,4.0,17.0,남향,2.0,2.0,불가능,25.0,7,0,4,4,60.0,0.0013467711162487934,7,5,가을,496
현장확인,1200.0,33.0,23.14,2.0,5.0,북향,1.0,1.0,가능,7.0,5,0,3,2,38.0,0.0013684817055603573,7,5,여름,239
현장확인,3250.0,14.0,23.1,4.0,5.0,동향,1.0,1.0,불가능,17.0,9,0,3,2,23.0,0.00030636030636030636,0,5,가을,182
현장확인,11500.0,37.0,21.0,10.0,19.0,서향,1.0,1.0,불가능,2.0,1,0,3,2,38.0,0.00015734989648033128,1,5,봄,317
현장확인,34600.0,26.0,39.73,8.0,8.0,서향,2.0,1.0,가능,7.0,0,0,5,0,26.0,1.891379528580927e-05,4,3,겨울,75
전화확인,2700.0,16.0,18.54,4.0,5.0,남동향,1.0,1.0,가능,2.0,0,0,2,2,16.0,0.000319629230093092,3,6,가을,156
현장확인,15850.0,75.0,32.93,4.0,4.0,남향,2.0,2.0,불가능,23.0,8,0,4,1,83.0,0.00015902195748365952,1,2,가을,151
현장확인,18350.0,29.0,37.47,2.0,3.0,남동향,1.0,1.0,불가능,45.0,16,0,1,2,45.0,6.544745333051183e-05,5,10,가을,466
현장확인,19000.0,31.0,21.49,4.0,6.0,동향,1.0,1.0,불가능,17.0,12,1,3,2,43.0,0.00010531214028556734,2,5,여름,248
현장확인,16550.0,16.0,21.57,3.0,4.0,서향,2.0,1.0,불가능,42.0,0,0,6,0,16.0,4.481999868341254e-05,4,8,여름,238
현장확인,33450.0,27.0,24.09,1.0,3.0,북향,1.0,1.0,불가능,28.0,11,0,3,2,38.0,4.715748926081256e-05,10,5,봄,316
현장확인,40850.0,53.0,32.56,1.0,3.0,남향,1.0,1.0,가능,40.0,3,0,1,2,56.0,4.2102857280335856e-05,5,10,겨울,438
현장확인,18500.0,36.0,17.5,4.0,9.0,서향,1.0,1.0,가능,15.0,0,0,2,2,36.0,0.00011119691119691119,5,6,가을,153
현장확인,14350.0,26.0,26.44,12.0,14.0,남향,1.0,1.0,불가능,17.0,8,0,3,2,34.0,8.961187515484404e-05,2,5,가을,110
서류확인,2450.0,72.0,42.59,13.0,18.0,서향,1.0,1.0,불가능,16.0,0,0,1,2,72.0,0.0006900153815928813,8,9,여름,253
전화확인,35350.0,22.0,32.23,12.0,12.0,서향,2.0,1.0,불가능,50.0,10,0,6,0,32.0,2.808667019798031e-05,4,8,가을,469
전화확인,1250.0,59.0,29.78,8.0,12.0,동향,2.0,1.0,불가능,24.0,5,0,6,0,64.0,0.0017192746809939557,6,4,가을,158
현장확인,11950.0,74.0,26.84,10.0,11.0,남향,1.0,1.0,가능,43.0,1,0,3,2,75.0,0.0002338357163791007,1,5,여름,228
서류확인,2150.0,54.0,35.32,5.0,5.0,남향,1.0,1.0,가능,3.0,13,0,1,2,67.0,0.0008822987173747003,8,6,겨울,428
현장확인,13250.0,25.0,27.48,3.0,7.0,서향,2.0,1.0,가능,17.0,0,0,6,0,25.0,6.866056960808547e-05,4,8,가을,127
전화확인,11100.0,60.0,20.53,2.0,2.0,동향,1.0,1.0,불가능,40.0,13,0,3,2,73.0,0.00032033982350592187,0,5,여름,265
현장확인,7950.0,69.0,32.25,3.0,10.0,동향,1.0,1.0,가능,14.0,3,0,1,2,72.0,0.00028082492321193506,3,10,겨울,432
전화확인,1550.0,23.0,19.55,1.0,12.0,남향,1.0,1.0,불가능,30.0,8,0,2,2,31.0,0.0010230179028132991,8,6,겨울,79
현장확인,2850.0,53.0,23.6,5.0,6.0,동향,2.0,1.0,가능,1.0,7,0,6,0,60.0,0.0008920606601248884,6,4,여름,255
서류확인,33850.0,53.0,44.63,3.0,6.0,남서향,2.0,1.0,가능,4.0,13,0,5,0,66.0,4.368761896188288e-05,4,3,가을,169
현장확인,35750.0,40.0,28.99,6.0,6.0,북향,2.0,1.0,불가능,10.0,19,1,6,0,59.0,5.692823906000864e-05,4,8,여름,553
현장확인,34350.0,38.0,17.5,4.0,10.0,남서향,1.0,1.0,가능,16.0,10,0,2,2,48.0,7.985028072364316e-05,5,6,가을,133
현장확인,18150.0,37.0,28.81,6.0,7.0,동향,2.0,1.0,가능,5.0,13,0,6,0,50.0,9.562030325022973e-05,4,8,가을,152
현장확인,2050.0,75.0,20.34,4.0,7.0,남향,1.0,1.0,불가능,2.0,4,0,2,2,79.0,0.0018946207161186655,7,6,겨울,41
현장확인,13750.0,53.0,23.14,2.0,6.0,남동향,1.0,1.0,불가능,17.0,20,1,3,2,73.0,0.00022943348786045415,1,5,여름,267
전화확인,12600.0,18.0,32.72,4.0,8.0,동향,2.0,1.0,가능,6.0,10,1,6,0,28.0,6.791632708503124e-05,4,8,여름,204
전화확인,14550.0,60.0,29.96,9.0,9.0,동향,2.0,1.0,가능,17.0,7,0,6,0,67.0,0.00015369863139397776,4,8,가을,156
현장확인,18650.0,35.0,17.5,11.0,13.0,남향,1.0,1.0,불가능,17.0,3,0,2,2,38.0,0.00011643048640367674,5,6,가을,103
현장확인,600.0,71.0,25.41,1.0,21.0,북향,1.0,1.0,불가능,12.0,7,0,3,2,78.0,0.005116096025186935,9,6,겨울,61
현장확인,16600.0,2.0,24.38,4.0,14.0,남동향,1.0,1.0,가능,2.0,12,0,3,2,14.0,3.459284224675569e-05,10,5,가을,511
현장확인,10200.0,35.0,20.04,7.0,17.0,남향,1.0,1.0,가능,10.0,5,0,2,2,40.0,0.00019568705725803295,3,6,가을,505
현장확인,9300.0,55.0,17.5,4.0,5.0,남향,1.0,1.0,불가능,17.0,11,1,2,2,66.0,0.0004055299539170507,3,6,가을,146
현장확인,1250.0,59.0,39.11,3.0,14.0,남서향,2.0,1.0,가능,38.0,8,0,5,0,67.0,0.001370493479928407,6,4,가을,104
현장확인,18550.0,50.0,32.62,10.0,13.0,북향,1.0,1.0,가능,16.0,14,0,1,2,64.0,0.0001057674669187458,5,10,가을,156
현장확인,16750.0,50.0,28.69,6.0,10.0,동향,1.0,1.0,가능,13.0,0,0,1,2,50.0,0.00010404582177991187,5,10,겨울,397
현장확인,13000.0,10.0,42.98,4.0,5.0,남향,2.0,1.0,가능,17.0,0,0,5,0,10.0,1.7897412034219852e-05,4,3,겨울,84
현장확인,38700.0,47.0,29.36,4.0,9.0,동향,2.0,1.0,가능,260.0,7,0,6,0,54.0,4.7525505354540275e-05,4,8,여름,266
현장확인,1750.0,60.0,30.4,2.0,7.0,동향,1.0,1.0,가능,24.0,11,0,1,2,71.0,0.0013345864661654136,7,6,가을,503
현장확인,13650.0,68.0,27.76,3.0,11.0,남서향,2.0,1.0,불가능,32.0,10,0,6,0,78.0,0.00020584602717167556,4,8,가을,518
전화확인,11550.0,41.0,18.3,4.0,4.0,남향,1.0,1.0,불가능,17.0,8,0,2,2,49.0,0.00023182646133465808,3,6,겨울,83
현장확인,17050.0,53.0,20.38,4.0,9.0,남동향,1.0,1.0,불가능,29.0,9,0,2,2,62.0,0.0001784280488892854,5,6,가을,461
현장확인,34550.0,14.0,36.36,4.0,5.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,14.0,1.114438506079262e-05,4,8,겨울,52
현장확인,39300.0,34.0,27.51,6.0,7.0,서향,2.0,1.0,가능,19.0,6,0,6,0,40.0,3.6997880946368796e-05,4,8,여름,241
현장확인,1650.0,28.0,31.63,4.0,5.0,동향,1.0,1.0,가능,29.0,0,0,1,2,28.0,0.0005365063853840332,8,9,가을,117
현장확인,9950.0,32.0,24.33,4.0,7.0,남서향,1.0,1.0,가능,33.0,4,0,3,2,36.0,0.0001487090198216731,1,5,가을,484
서류확인,11750.0,16.0,23.14,3.0,3.0,북향,1.0,1.0,가능,1.0,0,0,3,2,16.0,5.88462457934129e-05,2,5,가을,182
현장확인,1050.0,62.0,30.32,2.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,62.0,0.00194748083930142,6,4,가을,177
현장확인,10450.0,8.0,19.09,2.0,6.0,남서향,1.0,1.0,가능,47.0,7,0,2,2,15.0,7.519155047483464e-05,5,6,가을,161
현장확인,39300.0,64.0,25.4,20.0,21.0,북향,1.0,1.0,불가능,28.0,0,0,3,2,64.0,6.411412313918776e-05,2,5,봄,0
현장확인,2950.0,42.0,20.35,3.0,20.0,남향,1.0,1.0,불가능,44.0,7,0,2,2,49.0,0.0008162245450381042,8,6,봄,344
전화확인,7500.0,66.0,27.64,9.0,11.0,남향,1.0,1.0,가능,35.0,0,0,3,2,66.0,0.0003183791606367583,0,5,여름,257
서류확인,14400.0,44.0,39.7,6.0,7.0,동향,2.0,1.0,가능,17.0,15,0,5,0,59.0,0.00010320458998040863,4,3,겨울,64
현장확인,600.0,75.0,31.47,7.0,7.0,남향,1.0,1.0,가능,43.0,14,0,1,2,89.0,0.004713483741129118,9,6,겨울,24
현장확인,1150.0,35.0,32.77,4.0,5.0,남동향,1.0,1.0,가능,39.0,5,0,1,2,40.0,0.0010614161945575883,7,6,여름,273
현장확인,8550.0,38.0,40.65,3.0,8.0,서향,1.0,1.0,불가능,7.0,2,0,1,2,40.0,0.00011508887018694749,5,10,겨울,379
현장확인,11400.0,46.0,22.94,5.0,8.0,남향,1.0,1.0,가능,15.0,0,0,3,2,46.0,0.0001758974594288686,1,5,겨울,56
전화확인,9100.0,26.0,17.5,9.0,9.0,남향,1.0,1.0,불가능,10.0,8,0,2,2,34.0,0.00021350078492935636,3,6,여름,184
현장확인,36400.0,63.0,29.16,4.0,9.0,남향,2.0,1.0,가능,17.0,8,0,6,0,71.0,6.68912705949743e-05,4,8,봄,366
현장확인,18650.0,50.0,35.42,3.0,6.0,남서향,1.0,1.0,불가능,21.0,0,0,1,2,50.0,7.569071562543994e-05,5,10,가을,95
전화확인,37800.0,65.0,19.83,5.0,7.0,남향,1.0,1.0,가능,6.0,0,0,2,2,65.0,8.671592130997074e-05,5,6,가을,115
현장확인,7900.0,8.0,28.78,2.0,17.0,서향,2.0,1.0,불가능,6.0,0,0,6,0,8.0,3.518617886894028e-05,4,8,봄,328
현장확인,11550.0,71.0,31.84,4.0,4.0,서향,2.0,1.0,불가능,29.0,1,0,6,0,72.0,0.00019578411538210533,4,8,겨울,5
현장확인,13350.0,55.0,17.5,1.0,4.0,남향,1.0,1.0,불가능,49.0,4,0,2,2,59.0,0.0002525414660246121,3,6,가을,116
현장확인,18950.0,20.0,17.5,11.0,12.0,서향,1.0,1.0,가능,38.0,5,0,2,2,25.0,7.538635506973238e-05,5,6,가을,504
서류확인,16200.0,25.0,35.39,4.0,7.0,서향,2.0,1.0,가능,4.0,17,1,6,0,42.0,7.325777317300347e-05,4,8,여름,242
현장확인,3250.0,50.0,28.14,6.0,11.0,남향,1.0,1.0,가능,48.0,5,0,3,2,55.0,0.0006013886610901535,8,5,여름,556
현장확인,18850.0,71.0,46.35,4.0,6.0,남서향,2.0,1.0,가능,26.0,0,0,5,0,71.0,8.126382414966278e-05,4,3,가을,118
현장확인,3000.0,53.0,29.77,1.0,9.0,남향,1.0,1.0,불가능,33.0,6,0,1,2,59.0,0.0006606203112753331,8,9,가을,119
전화확인,11450.0,53.0,47.17,4.0,5.0,남동향,2.0,1.0,가능,5.0,0,0,5,0,53.0,9.813061184436486e-05,4,3,여름,189
현장확인,500.0,68.0,34.71,3.0,8.0,동향,1.0,1.0,가능,18.0,8,0,1,2,76.0,0.004379141457793143,9,6,가을,155
현장확인,10100.0,49.0,46.35,5.0,6.0,서향,2.0,1.0,불가능,26.0,11,1,5,0,60.0,0.00012816815662148738,4,3,봄,353
전화확인,35200.0,50.0,49.6,4.0,4.0,남향,2.0,1.0,가능,4.0,0,1,5,0,50.0,2.8638196480938415e-05,4,3,봄,280
현장확인,19050.0,40.0,42.97,7.0,8.0,남동향,2.0,1.0,가능,5.0,9,0,5,0,49.0,5.9859866830120755e-05,4,3,가을,160
현장확인,13750.0,23.0,17.5,11.0,11.0,동향,2.0,2.0,가능,27.0,1,0,4,3,24.0,9.974025974025974e-05,2,1,겨울,390
서류확인,12950.0,52.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,15,0,2,2,67.0,0.0002956425813568671,3,6,가을,132
현장확인,32150.0,26.0,35.95,1.0,9.0,북동향,1.0,1.0,불가능,24.0,6,0,1,2,32.0,2.768663060194628e-05,5,10,겨울,50
현장확인,35750.0,32.0,31.96,7.0,7.0,남향,2.0,2.0,불가능,21.0,12,0,4,1,44.0,3.850967555598344e-05,10,2,봄,337
현장확인,35100.0,28.0,39.67,7.0,9.0,동향,2.0,1.0,가능,8.0,16,0,5,0,44.0,3.15997291041405e-05,4,3,가을,114
서류확인,13750.0,9.0,17.5,9.0,13.0,남향,1.0,1.0,가능,32.0,5,0,2,2,14.0,5.8181818181818185e-05,5,6,여름,217
현장확인,2800.0,39.0,29.89,4.0,6.0,남동향,2.0,1.0,가능,8.0,3,0,6,0,42.0,0.0005018400802944129,6,7,여름,233
전화확인,9950.0,52.0,32.2,1.0,3.0,남향,1.0,1.0,불가능,38.0,5,0,1,2,57.0,0.00017790817441243483,3,10,봄,281
현장확인,700.0,38.0,17.5,6.0,7.0,서향,2.0,2.0,가능,19.0,6,0,4,3,44.0,0.003591836734693878,9,6,가을,513
서류확인,650.0,51.0,30.88,11.0,20.0,서향,1.0,1.0,가능,43.0,9,0,1,2,60.0,0.0029892387405340776,9,6,여름,201
서류확인,8950.0,66.0,21.93,13.0,17.0,남서향,2.0,2.0,불가능,46.0,6,0,4,3,72.0,0.0003668350541463825,0,1,겨울,432
전화확인,16350.0,50.0,34.41,3.0,7.0,서향,1.0,1.0,가능,30.0,4,0,1,2,54.0,9.598233924957809e-05,5,10,여름,273
현장확인,2550.0,22.0,23.84,4.0,7.0,북서향,1.0,1.0,가능,17.0,15,0,3,2,37.0,0.0006086327148308988,0,5,가을,131
현장확인,2050.0,22.0,17.5,3.0,5.0,남동향,1.0,1.0,불가능,2.0,13,1,2,2,35.0,0.0009756097560975611,8,6,여름,256
현장확인,9750.0,21.0,18.1,4.0,8.0,북동향,1.0,1.0,불가능,4.0,0,0,2,2,21.0,0.00011899702507437313,5,6,겨울,86
현장확인,18850.0,55.0,21.52,18.0,18.0,남향,1.0,1.0,불가능,23.0,9,0,3,2,64.0,0.00015777070000887463,1,5,겨울,66
현장확인,2800.0,24.0,34.57,6.0,13.0,남향,1.0,1.0,가능,5.0,7,0,1,2,31.0,0.0003202611678168519,3,10,봄,281
서류확인,34850.0,22.0,20.43,5.0,5.0,남향,1.0,1.0,불가능,17.0,0,0,3,2,22.0,3.08995056781353e-05,10,5,가을,150
전화확인,38200.0,23.0,23.1,3.0,5.0,동향,1.0,1.0,불가능,2.0,7,0,3,2,30.0,3.3997416196369076e-05,10,5,여름,214
현장확인,7100.0,68.0,26.45,4.0,6.0,동향,1.0,1.0,가능,5.0,9,0,3,2,77.0,0.0004100215660693842,0,5,여름,197
현장확인,35000.0,52.0,41.17,1.0,2.0,동향,1.0,1.0,가능,45.0,11,0,1,2,63.0,4.372115618168569e-05,5,10,겨울,17
현장확인,15950.0,36.0,34.83,10.0,10.0,남동향,1.0,1.0,불가능,17.0,5,0,1,2,41.0,7.38022657295579e-05,5,10,겨울,86
현장확인,35250.0,56.0,23.1,4.0,5.0,서향,1.0,1.0,불가능,17.0,0,0,3,2,56.0,6.877283473028153e-05,2,5,가을,169
현장확인,2900.0,30.0,22.77,1.0,2.0,남향,1.0,1.0,가능,43.0,8,0,3,2,38.0,0.0005754698408371572,0,5,가을,542
서류확인,36250.0,25.0,17.5,10.0,16.0,동향,1.0,1.0,가능,34.0,0,0,2,2,25.0,3.940886699507389e-05,5,6,가을,158
전화확인,1600.0,37.0,26.25,3.0,7.0,서향,1.0,1.0,불가능,4.0,7,0,3,2,44.0,0.0010476190476190477,8,5,가을,180
전화확인,36650.0,17.0,27.92,9.0,15.0,남서향,1.0,1.0,불가능,30.0,11,0,3,2,28.0,2.7363310491484146e-05,10,5,가을,481
현장확인,9550.0,53.0,39.66,2.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,5,0,53.0,0.00013993288502005266,4,3,여름,203
현장확인,15300.0,42.0,28.68,7.0,9.0,남향,1.0,1.0,불가능,9.0,3,0,1,2,45.0,0.00010255148084338338,5,10,여름,560
전화확인,34600.0,7.0,19.8,2.0,6.0,서향,1.0,1.0,불가능,1.0,12,1,2,2,19.0,2.773398727155953e-05,5,6,여름,261
현장확인,1600.0,10.0,27.53,5.0,11.0,남서향,1.0,1.0,불가능,1.0,0,0,3,2,10.0,0.0002270250635670178,1,5,가을,466
현장확인,39700.0,32.0,26.05,1.0,21.0,남향,1.0,1.0,불가능,33.0,4,0,3,2,36.0,3.481001948394146e-05,10,5,겨울,401
현장확인,15000.0,56.0,26.26,3.0,9.0,서향,1.0,1.0,불가능,13.0,14,1,3,2,70.0,0.00017771007870017773,1,5,가을,477
현장확인,33800.0,19.0,27.63,3.0,6.0,동향,2.0,1.0,가능,7.0,7,1,6,0,26.0,2.784041871989755e-05,4,8,여름,213
현장확인,8500.0,22.0,26.4,2.0,4.0,북서향,1.0,1.0,불가능,1.0,1,0,3,2,23.0,0.00010249554367201427,2,5,가을,152
서류확인,33700.0,70.0,21.57,4.0,4.0,남향,1.0,1.0,가능,30.0,0,0,3,2,70.0,9.629816111782904e-05,2,5,겨울,7
전화확인,10850.0,27.0,39.49,2.0,7.0,남서향,1.0,1.0,가능,39.0,0,0,1,2,27.0,6.301542827735656e-05,5,10,봄,289
전화확인,36000.0,56.0,41.14,4.0,5.0,북서향,1.0,1.0,불가능,27.0,0,0,1,2,56.0,3.781126775779182e-05,5,10,겨울,438
현장확인,15600.0,44.0,26.72,4.0,5.0,서향,2.0,1.0,불가능,4.0,13,1,6,0,57.0,0.00013674573929064947,4,8,봄,306
전화확인,950.0,29.0,40.31,4.0,6.0,남향,2.0,1.0,가능,32.0,0,0,5,0,29.0,0.0007572889057175312,6,3,여름,188
현장확인,10200.0,19.0,36.32,13.0,17.0,북서향,1.0,1.0,가능,38.0,0,0,1,2,19.0,5.12870346376436e-05,5,10,봄,366
현장확인,40100.0,67.0,24.96,3.0,6.0,남동향,1.0,1.0,가능,39.0,8,0,3,2,75.0,7.493286015729906e-05,2,5,봄,309
현장확인,2700.0,15.0,33.26,10.0,15.0,남향,1.0,1.0,가능,47.0,5,0,1,2,20.0,0.00022271218903810607,3,10,가을,106
현장확인,11950.0,38.0,26.25,3.0,7.0,남서향,1.0,1.0,가능,4.0,4,0,3,2,42.0,0.00013389121338912134,1,5,가을,133
현장확인,15750.0,68.0,29.58,1.0,11.0,북향,1.0,1.0,가능,37.0,12,0,1,2,80.0,0.00017171619605696687,3,10,가을,508
현장확인,650.0,62.0,25.58,5.0,7.0,남동향,1.0,1.0,불가능,4.0,0,0,3,2,62.0,0.003728874721837975,9,6,가을,113
현장확인,18850.0,39.0,40.65,3.0,8.0,남향,1.0,1.0,가능,7.0,9,0,1,2,48.0,6.264253623968601e-05,5,10,가을,144
현장확인,800.0,54.0,17.5,4.0,5.0,남향,1.0,1.0,불가능,17.0,0,0,2,2,54.0,0.0038571428571428576,9,6,가을,156
현장확인,13800.0,11.0,23.14,3.0,3.0,남동향,1.0,1.0,불가능,17.0,1,0,3,2,12.0,3.757844500394574e-05,10,5,여름,186
현장확인,1950.0,38.0,40.89,6.0,6.0,서향,1.0,1.0,불가능,17.0,17,1,1,2,55.0,0.0006897805870659869,8,9,가을,533
전화확인,1250.0,53.0,17.5,13.0,20.0,남향,1.0,1.0,불가능,4.0,14,0,2,2,67.0,0.0030628571428571428,9,6,겨울,387
서류확인,34950.0,48.0,17.5,9.0,10.0,북서향,1.0,1.0,불가능,3.0,8,0,2,2,56.0,9.15593705293276e-05,5,6,겨울,66
서류확인,6800.0,45.0,34.12,1.0,13.0,동향,1.0,1.0,가능,47.0,4,0,1,2,49.0,0.00021119233156334047,3,10,겨울,32
현장확인,3300.0,59.0,29.41,6.0,16.0,북향,1.0,1.0,불가능,25.0,0,0,1,2,59.0,0.0006079152627945555,8,9,겨울,415
현장확인,15900.0,55.0,27.96,6.0,18.0,북향,1.0,1.0,가능,32.0,4,0,3,2,59.0,0.00013271429985333945,1,5,여름,555
현장확인,8100.0,50.0,36.11,3.0,7.0,남향,1.0,1.0,불가능,42.0,5,0,1,2,55.0,0.00018803997387953816,3,10,가을,97
서류확인,13600.0,47.0,40.86,3.0,6.0,남향,2.0,1.0,불가능,4.0,0,0,5,0,47.0,8.457861852523682e-05,4,3,여름,191
현장확인,40650.0,16.0,17.5,5.0,8.0,서향,1.0,1.0,불가능,17.0,10,1,2,2,26.0,3.6548936917940606e-05,5,6,겨울,383
전화확인,39950.0,75.0,17.5,5.0,9.0,서향,1.0,1.0,가능,6.0,0,1,2,2,75.0,0.0001072769533345253,5,6,여름,212
현장확인,15000.0,23.0,27.41,4.0,16.0,남향,2.0,1.0,가능,6.0,7,0,6,0,30.0,7.296607077708865e-05,4,8,가을,496
현장확인,40600.0,7.0,39.6,5.0,6.0,서향,2.0,1.0,가능,5.0,3,0,5,0,10.0,6.219833806040702e-06,4,3,겨울,91
서류확인,11950.0,44.0,29.98,4.0,7.0,남서향,2.0,1.0,가능,21.0,7,0,6,0,51.0,0.00014235431710401075,4,8,여름,184
전화확인,15750.0,25.0,24.01,4.0,10.0,남서향,2.0,1.0,가능,8.0,13,0,6,0,38.0,0.00010048723084957986,4,8,겨울,86
현장확인,34050.0,27.0,17.52,4.0,5.0,남향,1.0,1.0,가능,8.0,3,0,2,2,30.0,5.028865689055177e-05,5,6,여름,192
현장확인,3050.0,47.0,41.65,4.0,9.0,동향,2.0,1.0,가능,50.0,15,0,5,0,62.0,0.0004880640780902525,6,3,가을,110
현장확인,38950.0,31.0,28.94,3.0,6.0,북향,2.0,1.0,가능,6.0,9,0,6,0,40.0,3.548575114020154e-05,4,8,겨울,70
현장확인,17050.0,65.0,26.4,3.0,3.0,남향,1.0,1.0,가능,3.0,4,0,3,2,69.0,0.0001532924553452413,1,5,가을,109
서류확인,12700.0,61.0,38.33,6.0,16.0,남서향,1.0,1.0,불가능,9.0,6,0,1,2,67.0,0.0001376360696890452,5,10,가을,502
현장확인,10450.0,69.0,26.59,2.0,9.0,서향,1.0,1.0,가능,39.0,0,0,3,2,69.0,0.0002483215800450218,0,5,봄,338
현장확인,1350.0,18.0,40.07,13.0,18.0,북서향,1.0,1.0,가능,44.0,9,0,1,2,27.0,0.0004991265285749938,8,9,여름,210
현장확인,18150.0,59.0,26.47,4.0,8.0,북동향,1.0,1.0,가능,45.0,0,0,3,2,59.0,0.00012280652456494749,1,5,겨울,377
서류확인,16050.0,55.0,37.3,4.0,5.0,북향,1.0,1.0,가능,14.0,0,0,1,2,55.0,9.187107981926454e-05,5,10,봄,331
전화확인,8450.0,70.0,22.09,7.0,21.0,동향,1.0,1.0,가능,44.0,0,0,3,2,70.0,0.00037501238880213007,0,5,겨울,419
현장확인,11700.0,44.0,17.5,8.0,11.0,남동향,1.0,1.0,불가능,22.0,8,0,2,2,52.0,0.00025396825396825396,3,6,봄,309
현장확인,40200.0,25.0,26.44,2.0,4.0,남향,2.0,1.0,가능,1.0,1,0,6,0,26.0,2.4461655414305173e-05,4,8,여름,184
현장확인,13400.0,38.0,26.4,3.0,7.0,서향,1.0,1.0,불가능,17.0,5,0,3,2,43.0,0.00012155133423790141,1,5,가을,498
서류확인,34100.0,66.0,36.35,3.0,9.0,서향,1.0,1.0,가능,2.0,13,0,1,2,79.0,6.373357751092144e-05,5,10,봄,283
서류확인,2800.0,63.0,26.58,6.0,13.0,동향,2.0,1.0,가능,15.0,12,0,6,0,75.0,0.0010077394388906804,6,4,여름,199
전화확인,9550.0,51.0,32.72,3.0,8.0,동향,1.0,1.0,불가능,6.0,7,0,1,2,58.0,0.00018561425517479743,3,10,가을,124
현장확인,19150.0,48.0,28.19,5.0,6.0,동향,2.0,2.0,가능,3.0,21,0,4,1,69.0,0.00012781600423089496,1,2,겨울,82
전화확인,18750.0,67.0,20.99,9.0,19.0,동향,1.0,1.0,불가능,24.0,7,0,3,2,74.0,0.00018802604414800702,1,5,겨울,6
현장확인,11850.0,43.0,27.02,4.0,11.0,남향,1.0,1.0,가능,1.0,0,0,3,2,43.0,0.00013429652047084985,1,5,여름,273
서류확인,12600.0,75.0,17.5,4.0,6.0,남서향,1.0,1.0,가능,38.0,0,0,2,2,75.0,0.0003401360544217687,3,6,여름,275
전화확인,10800.0,9.0,17.5,14.0,18.0,남향,1.0,1.0,불가능,17.0,0,0,2,2,9.0,4.761904761904762e-05,5,6,겨울,458
현장확인,11750.0,16.0,34.47,10.0,17.0,동향,1.0,1.0,가능,22.0,10,0,1,2,26.0,6.41939645328346e-05,5,10,겨울,457
현장확인,15150.0,73.0,27.5,8.0,14.0,남향,1.0,1.0,불가능,14.0,11,0,3,2,84.0,0.0002016201620162016,1,5,겨울,400
현장확인,38450.0,6.0,28.48,5.0,6.0,북향,2.0,1.0,불가능,8.0,15,1,6,0,21.0,1.9177101445040254e-05,4,8,여름,553
현장확인,7850.0,7.0,20.68,4.0,15.0,서향,1.0,1.0,불가능,32.0,9,0,3,2,16.0,9.855979499562641e-05,2,5,겨울,85
